"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","log","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.8258.22",-0.00816038043962425,-0.0435748242792669,0.0102579275912277,-0.795519403607686,0.427149860629004,0.330855893267742,0.318959998036947,225,-0.0283742770111708,0.0120535161319223,-674.766140261403,"UXS1__seq.8258.22__ANML",NA,0.999033312328986,"Q8NBZ7","UXS1","UXS1","UXS1__seq.8258.22","UXS1"
"seq.8261.51",-0.0180686361634615,-0.114176399576019,0.0104173706668204,-1.73447184912125,0.0842287131273236,0.0480340805169733,0.0308039281281404,221,-0.0385987347271109,0.002461462400188,-661.560276698986,"STOM__seq.8261.51__ANML",NA,0.999033312328986,"P27105","STOM","STOM","STOM__seq.8261.51","STOM"
"seq.8262.20",0.122092369909638,0.132245388792481,0.0539962732645502,2.26112586162117,0.0246990946460936,0.229839958785016,0.216268856737175,227,0.015694359645044,0.228490380174232,90.4415919568969,"APOD__seq.8262.20__ANML",NA,0.822832695924145,"P05090","APOD","APOD","APOD__seq.8262.20","APOD_2"
"seq.8263.64",-0.00174747788374537,-0.00467294918191294,0.0257238905197146,-0.0679320992447125,0.945903412129331,0.00266577746628211,-0.0160635037080601,213,-0.0524534818698688,0.0489585261023781,-263.416131739484,"TYMSOS__seq.8263.64__ANML",NA,0.999033312328986,"Q8TAI1","TYMSOS","TYMSOS","TYMSOS__seq.8263.64","TYMSOS"
"seq.8264.43",-0.0265173039000461,-0.0323758579922612,0.0396266959159716,-0.669177767338362,0.50406813381749,0.477316613950974,0.468024464865658,225,-0.104604220150321,0.0515696123502287,-52.8178627204612,"DLL1__seq.8264.43__ANML",NA,0.999033312328986,"O00548","DLL1","DLL1","DLL1__seq.8264.43","DLL1_2"
"seq.8268.98",0.0077916407190421,0.0358535594211464,0.0144805451891309,0.538076475524589,0.591058477793385,0.0144511672150515,-0.00314791908467971,224,-0.0207438803533973,0.0363271617914815,-514.138089978876,"HS3ST3A1__seq.8268.98__ANML",NA,0.999033312328986,"Q9Y663","HS3ST3A1","HS3ST3A1","HS3ST3A1__seq.8268.98","HS3ST3A1"
"seq.8269.327",-0.00807411453699869,-0.0121294011205217,0.0417709626542025,-0.193294911679187,0.846907982783966,0.147611150666373,0.131970988293279,218,-0.0904007387946483,0.0742525097206509,-34.0685858343044,"ARSK__seq.8269.327__ANML",NA,0.999033312328986,"Q6UWY0","ARSK","ARSK","ARSK__seq.8269.327","ARSK"
"seq.8272.22",-0.00886384659523504,-0.0574159455873488,0.0100290636086956,-0.883815971368431,0.377751694507355,0.0691080814578507,0.0523352540967308,222,-0.02862819641703,0.0109005032265599,-687.519133425665,"HSD17B7__seq.8272.22__ANML",NA,0.999033312328986,"P56937","HSD17B7","HSD17B7","HSD17B7__seq.8272.22","HSD17B7_1"
"seq.8273.84",-0.00899092599924116,-0.0729967916104248,0.0078421680028007,-1.14648474707889,0.252840056827539,0.111947264362807,0.0958008509875858,220,-0.0244463145555827,0.00646446255710041,-786.174954381864,"IL31RA__seq.8273.84__ANML",NA,0.999033312328986,"Q8NI17","IL31RA","IL31RA","IL31RA__seq.8273.84","IL31RA"
"seq.8274.64",-0.0350628399706147,-0.0402604577352942,0.0336370939266629,-1.04238612429065,0.298351407334952,0.666737341103264,0.660812671611767,225,-0.101346865818333,0.031221185877104,-128.089900190832,"STX7__seq.8274.64__ANML",NA,0.999033312328986,"O15400","STX7","STX7","STX7__seq.8274.64","STX7"
"seq.8275.31",-0.0628219976524613,-0.0799132947568008,0.0368581967771044,-1.70442406698217,0.089688466838196,0.512488812210123,0.503783255285303,224,-0.135455164227891,0.00981116892296839,-97.9985985154373,"PEAR1__seq.8275.31__ANML",NA,0.999033312328986,"Q5VY43","PEAR1","PEAR1","PEAR1__seq.8275.31","PEAR1_1"
"seq.8280.238",0.0182732924130494,0.0157737156448117,0.0705425746076609,0.259039204546766,0.795839739615493,0.165153942766029,0.150442999026223,227,-0.120728700195288,0.157275285021387,214.469437904182,"VTN__seq.8280.238__ANML",NA,0.999033312328986,"P04004","VTN","VTN","VTN__seq.8280.238","VTN_2"
"seq.8285.64",-0.0102911725711272,-0.0435674160516157,0.0152926040194628,-0.672950961002435,0.501687969056471,0.0871927857490653,0.0705205078632035,219,-0.04043068328073,0.0198483381384756,-483.915996468492,"ADCYAP1__seq.8285.64__ANML",NA,0.999033312328986,"P18509","ADCYAP1","ADCYAP1","ADCYAP1__seq.8285.64","ADCYAP1_2"
"seq.8287.17",0.0162556830302195,0.05639597924495,0.0185679459889461,0.875470180702644,0.382295126602287,0.114699628961751,0.0982289243842956,215,-0.0203428362905774,0.0528542023510165,-396.526588081547,"CD300E__seq.8287.17__ANML",NA,0.999033312328986,"Q496F6","CD300E","CD300E","CD300E__seq.8287.17","CD300E_2"
"seq.8288.27",0.00341129186120208,0.0172535099773569,0.0126566017118274,0.269526681716963,0.787770335870739,0.0811913350997936,0.064929234836073,226,-0.0215287473891253,0.0283513311115295,-580.265646892198,"APOH__seq.8288.27__ANML",NA,0.999033312328986,"P02749","APOH","APOH","APOH__seq.8288.27","APOH"
"seq.8289.8",-0.0567671883228371,-0.0524392597193337,0.0568532062605331,-0.998487016944976,0.319111120519236,0.381878653159201,0.37093845233016,226,-0.168797354707833,0.0552629780621592,113.672641397842,"GPNMB__seq.8289.8__ANML",NA,0.999033312328986,"Q14956","GPNMB","GPNMB","GPNMB__seq.8289.8","GPNMB_3"
"seq.8295.16",0.0165103973010238,0.0235750416042911,0.0347419949086351,0.475228821616116,0.635082847415828,0.448506487168715,0.438745540038958,226,-0.0519492679696574,0.0849700625717049,-113.875560693024,"OLFM2__seq.8295.16__ANML",NA,0.999033312328986,"O95897","OLFM2","OLFM2","OLFM2__seq.8295.16","OLFM2_2"
"seq.8296.117",-0.00226677221524124,-0.00567726640488456,0.0239921123828291,-0.0944798931862103,0.924813559027741,0.208634789139599,0.194311436906832,221,-0.0495493781359897,0.0450158337055073,-285.013000432358,"POGLUT3__seq.8296.117__ANML",NA,0.999033312328986,"Q7Z4H8","POGLUT3","POGLUT3","POGLUT3__seq.8296.117","POGLUT3"
"seq.8297.8",-0.0211471711410225,-0.0321312824131297,0.0319761969660713,-0.661341033252359,0.509082522130475,0.482696089288138,0.473333122578421,221,-0.084164461818314,0.041870119536269,-149.614783189214,"DNAJC10__seq.8297.8__ANML",NA,0.999033312328986,"Q8IXB1","DNAJC10","DNAJC10","DNAJC10__seq.8297.8","DNAJC10"
"seq.8299.66",-0.127224458582232,-0.15582035136246,0.0523785061836936,-2.42894400493306,0.0159311625741622,0.0853508166876262,0.0690177955570481,224,-0.230442116993986,-0.0240068001704774,74.9925833378618,"LILRA4__seq.8299.66__ANML",NA,0.667391696819394,"P59901","LILRA4","LILRA4","LILRA4__seq.8299.66","LILRA4"
"seq.8300.82",-0.0401842949806846,-0.0816876976402452,0.0270758254810898,-1.48413923737062,0.139171506949001,0.323936192280377,0.311917280143139,225,-0.0935389254356743,0.013170335474305,-228.149557811326,"PEX14__seq.8300.82__ANML",NA,0.999033312328986,"O75381","PEX14","PEX14","PEX14__seq.8300.82","PEX14_1"
"seq.8303.102",-0.00634064789944843,-0.0133201045007858,0.0332045869715094,-0.190956987505639,0.848750136501902,0.0184315275915844,-0.000909723096266024,203,-0.0718107578866175,0.0591294620877207,-139.892576251677,"MYG1__seq.8303.102__ANML",NA,0.999033312328986,"Q9HB07","MYG1","MYG1","MYG1__seq.8303.102","MYG1"
"seq.8304.50",0.000321321050557795,0.000253636652708467,0.0652321032831793,0.00492581159253607,0.996074132107649,0.405458695984152,0.394935841045818,226,-0.128219598013332,0.128862240114448,177.330601246298,"TNFRSF11B__seq.8304.50__ANML",NA,0.999103085404536,"O00300","TNFRSF11B","TNFRSF11B","TNFRSF11B__seq.8304.50","TNFRSF11B"
"seq.8305.18",-0.0309666926483103,-0.0846953088060142,0.0184013724435886,-1.68284690412316,0.0937856615682165,0.431928618335318,0.42187425759789,226,-0.0672268959360639,0.00529351063944338,-407.310815016219,"SULF2__seq.8305.18__ANML",NA,0.999033312328986,"Q8IWU5","SULF2","SULF2","SULF2__seq.8305.18","SULF2"
"seq.8306.54",-0.00120817958480441,-0.00866731576789938,0.00928886534693803,-0.130067509828062,0.896634624083936,0.0490539323912742,0.0313619125287863,215,-0.0195170823611577,0.0171007231915489,-700.445112033729,"PRRG1__seq.8306.54__ANML",NA,0.999033312328986,"O14668","PRRG1","PRRG1","PRRG1__seq.8306.54","PRRG1_1"
"seq.8307.47",-0.0619711258767851,-0.0726640455801223,0.0390537668629659,-1.58681558412107,0.113977702266156,0.537969180737102,0.529644301110743,222,-0.13893467304875,0.0149924212951802,-64.7571459722016,"C11orf68__seq.8307.47__ANML",NA,0.999033312328986,"Q9H3H3","C11orf68","C11orf68","C11orf68__seq.8307.47","C11orf68"
"seq.8309.12",-0.0247794379479112,-0.0551853014776571,0.0279591858060838,-0.886271800608706,0.376425823776736,0.144984020126003,0.129647410621537,223,-0.0798774579943437,0.0303185820985212,-218.122015094503,"HYAL1__seq.8309.12__ANML",NA,0.999033312328986,"Q12794","HYAL1","HYAL1","HYAL1__seq.8309.12","HYAL1"
"seq.8310.6",-0.051372575117699,-0.0708583899644565,0.0484600719907212,-1.0601010895637,0.290299223368787,0.056487475442001,0.0387689303798788,213,-0.146895318912855,0.0441501686774569,35.7357902569252,"ZG16B__seq.8310.6__ANML",NA,0.999033312328986,"Q96DA0","ZG16B","ZG16B","ZG16B__seq.8310.6","ZG16B"
"seq.8312.139",0.00122686719986422,0.00418938679142406,0.0175774568067652,0.0697977650209343,0.944417175590442,0.203203142471906,0.188910822157501,223,-0.0334123055650921,0.0358660399648206,-423.464476222806,"CMPK1__seq.8312.139__ANML",NA,0.999033312328986,"P30085","CMPK1","CMPK1","CMPK1__seq.8312.139","CMPK1_2"
"seq.8314.71",0.0259463444330715,0.0380013685095545,0.0435746917004943,0.595445278452243,0.552144301579213,0.0909900382776716,0.0748298611803858,225,-0.0599203477752137,0.111813036641357,-9.2493500144615,"GNS__seq.8314.71__ANML",NA,0.999033312328986,"P15586","GNS","GNS","GNS__seq.8314.71","GNS_2"
"seq.8315.5",0.00910875427241987,0.0552530138662856,0.0106885151990099,0.852200151548048,0.395017304892113,0.0708360069789333,0.0541693882700353,223,-0.0119546639825388,0.0301721725273785,-650.440182317309,"DEFB119__seq.8315.5__ANML",NA,0.999033312328986,"Q8N690","DEFB119","DEFB119","DEFB119__seq.8315.5","DEFB119"
"seq.8318.13",-0.00917016795035038,-0.0507064385371484,0.01211102003938,-0.757175524483716,0.449743994702431,0.0136814154760653,-0.00401039769925182,223,-0.0330368581158168,0.014696522215116,-600.243276420786,"SPRED1__seq.8318.13__ANML",NA,0.999033312328986,"Q7Z699","SPRED1","SPRED1","SPRED1__seq.8318.13","SPRED1"
"seq.8320.5",-0.00707517619759473,-0.0474227801819589,0.00979633938047047,-0.722226530013801,0.470905165477888,0.0378605234709005,0.0207558216659388,225,-0.0263794839396325,0.012229131544443,-695.807276450845,"SLTM__seq.8320.5__ANML",NA,0.999033312328986,"Q9NWH9","SLTM","SLTM","SLTM__seq.8320.5","SLTM"
"seq.8321.27",-0.0133058722063972,-0.082766587462722,0.0108115776573264,-1.23070588105896,0.219759116049045,0.021926418328573,0.00398011407772125,218,-0.0346144711677277,0.00800272675493317,-631.615305978204,"ZNF843__seq.8321.27__ANML",NA,0.999033312328986,"Q8N446","ZNF843","ZNF843","ZNF843__seq.8321.27","ZNF843"
"seq.8323.163",-0.00145963540766448,-0.00174456182738555,0.0410266522752134,-0.0355777360987928,0.971651175019282,0.472619093093412,0.463073737312298,221,-0.0823131676362325,0.0793938968209036,-36.7714148720326,"TFF3__seq.8323.163__ANML",NA,0.999033312328986,"Q07654","TFF3","TFF3","TFF3__seq.8323.163","TFF3_2"
"seq.8325.37",0.0356842060448818,0.0783148608169264,0.0276988141794617,1.28829363645975,0.198978850271099,0.1825010786457,0.16783742086356,223,-0.0189007103224006,0.0902691224121641,-221.670623879203,"ADH4__seq.8325.37__ANML",NA,0.999033312328986,"P08319","ADH4","ADH4","ADH4__seq.8325.37","ADH4"
"seq.8326.63",-0.00167505637668619,-0.0144326017516508,0.00771328442100351,-0.217165125160556,0.828277332982004,0.018681322655097,0.00115777484536672,224,-0.0168749392028158,0.0135248264494434,-802.404276303078,"SIGIRR__seq.8326.63__ANML",NA,0.999033312328986,"Q6IA17","SIGIRR","SIGIRR","SIGIRR__seq.8326.63","SIGIRR"
"seq.8327.26",-0.0274237661237541,-0.0302691205837144,0.0481759586022183,-0.569241732171601,0.569757412260364,0.365851865403389,0.354628004614068,226,-0.122355275056257,0.0675077428087485,37.3400267946492,"DPEP2__seq.8327.26__ANML",NA,0.999033312328986,"Q9H4A9","DPEP2","DPEP2","DPEP2__seq.8327.26","DPEP2"
"seq.8328.9",-0.00332136090829094,-0.03108309319455,0.00680593449272694,-0.488009532245757,0.626020423429422,0.0988901650566764,0.0827989180041172,224,-0.0167332100202033,0.0100904882036214,-859.783271457986,"ETNK1__seq.8328.9__ANML",NA,0.999033312328986,"Q9HBU6","ETNK1","ETNK1","ETNK1__seq.8328.9","ETNK1"
"seq.8329.166",0.0064177007490716,0.039516197904657,0.0107809575538758,0.595281144276872,0.552281602572135,0.0591083773949974,0.0416034169744393,215,-0.014832203982831,0.0276676054809742,-629.95794515382,"CDH12__seq.8329.166__ANML",NA,0.999033312328986,"P55289","CDH12","CDH12","CDH12__seq.8329.166","CDH12_2"
"seq.8330.1",0.0418881879148459,0.0361893116149928,0.0502331182438666,0.833875924474594,0.405227511596352,0.575940150311979,0.568467730053159,227,-0.0570946401101098,0.140871015939802,56.9220020840224,"LRP11__seq.8330.1__ANML",NA,0.999033312328986,"Q86VZ4","LRP11","LRP11","LRP11__seq.8330.1","LRP11_3"
"seq.8334.65",0.00134540067421904,0.00673231686944776,0.0130073548899834,0.103433840746138,0.917711199011086,0.0597952770950047,0.0430059070431298,224,-0.0242870354469308,0.0269778367953688,-563.321153562227,"TCP11__seq.8334.65__ANML",NA,0.999033312328986,"Q8WWU5","TCP11","TCP11","TCP11__seq.8334.65","TCP11"
"seq.8336.267",0.00565683319503543,0.0537394164242877,0.00702049764467398,0.805759574512061,0.421259523068903,0.0352497670754471,0.0175479279392169,218,-0.00817990493521784,0.0194935713252887,-829.019057678676,"GRAMD1C__seq.8336.267__ANML",NA,0.999033312328986,"Q8IYS0","GRAMD1C","GRAMD1C","GRAMD1C__seq.8336.267","GRAMD1C_1"
"seq.8337.65",0.00531818010460913,0.00779576175213167,0.0356870393206989,0.149022732225492,0.881668001459634,0.383857091930417,0.372999948175887,227,-0.0650020428736224,0.0756384030828407,-101.713545739705,"PTPRU__seq.8337.65__ANML",NA,0.999033312328986,"Q92729","PTPRU","PTPRU","PTPRU__seq.8337.65","PTPRU"
"seq.8340.9",0.0137284888940977,0.12031708111565,0.00729269642894921,1.88249833622594,0.0610763340774277,0.100696274180744,0.0844926034452617,222,-0.000643281890259089,0.0281002596784545,-821.185703007797,"DEFB110__seq.8340.9__ANML",NA,0.999033312328986,"Q30KQ9","DEFB110","DEFB110","DEFB110__seq.8340.9","DEFB110"
"seq.8343.224",0.0194553504774216,0.076836064369701,0.0167116330369058,1.16418009146423,0.245623527639067,0.0598175466904551,0.0425664925012893,218,-0.013481700678201,0.0523924016330443,-437.823168683083,"PAPOLG__seq.8343.224__ANML",NA,0.999033312328986,"Q9BWT3","PAPOLG","PAPOLG","PAPOLG__seq.8343.224","PAPOLG"
"seq.8345.27",-0.0052690850575154,-0.045591542302626,0.00730794557668411,-0.72100770349554,0.471653253513639,0.107403856211467,0.0915354803218935,225,-0.0196698550691806,0.00913168495414975,-830.526430475463,"GPX7__seq.8345.27__ANML",NA,0.999033312328986,"Q96SL4","GPX7","GPX7","GPX7__seq.8345.27","GPX7"
"seq.8346.9",0.00383626304655115,0.00392747120702838,0.0632933881829433,0.0606108024342576,0.951723945565717,0.0792250998137187,0.0625594907605734,221,-0.120899578595509,0.128572104688611,159.155203600258,"DPP7__seq.8346.9__ANML",NA,0.999033312328986,"Q9UHL4","DPP7","DPP7","DPP7__seq.8346.9","DPP7"
"seq.8347.222",0.00648899624312763,0.0426983110967823,0.00930043124526218,0.697709178424737,0.486082662777736,0.167900661559836,0.153041744801977,224,-0.0118385355117649,0.0248165279980202,-716.703951574743,"DEFB129__seq.8347.222__ANML",NA,0.999033312328986,"Q9H1M3","DEFB129","DEFB129","DEFB129__seq.8347.222","DEFB129"
"seq.8348.4",-0.00838198576639052,-0.0104732284673779,0.0392986494468095,-0.213289410307484,0.83129609787218,0.466230329536566,0.456655985671751,223,-0.0858262214474911,0.0690622499147101,-56.3683831792024,"EPHB2__seq.8348.4__ANML",NA,0.999033312328986,"P29323","EPHB2","EPHB2","EPHB2__seq.8348.4","EPHB2_2"
"seq.8351.17",-0.00367639186169638,-0.013184832419376,0.0106972668211655,-0.343675812070267,0.731413915833485,0.674444505537611,0.668604945098824,223,-0.0247570565792778,0.0174042728558851,-649.904171540309,"PRSS57__seq.8351.17__ANML",NA,0.999033312328986,"Q6UWY2","PRSS57","PRSS57","PRSS57__seq.8351.17","PRSS57"
"seq.8352.26",-0.0179302620607552,-0.0560685074797108,0.018936248869913,-0.946875074568954,0.344722766410914,0.223346211421537,0.209477393768351,224,-0.0552462416459679,0.0193857175244576,-397.42316837626,"SIGLEC12__seq.8352.26__ANML",NA,0.999033312328986,"Q96PQ1","SIGLEC12","SIGLEC12","SIGLEC12__seq.8352.26","SIGLEC12_2"
"seq.8353.15",-0.0690447276457653,-0.0677836372395219,0.0464070394334235,-1.48780720530165,0.138195670078253,0.534489117046536,0.526249986374793,226,-0.160490552624164,0.0224010973326335,20.0511547078177,"SCN2B__seq.8353.15__ANML",NA,0.999033312328986,"O60939","SCN2B","SCN2B","SCN2B__seq.8353.15","SCN2B"
"seq.8355.80",0.00894639607668846,0.0364133490915459,0.0140530833566961,0.636614460301027,0.525026015507944,0.272679965759551,0.259692108005257,224,-0.0187467640233021,0.036639556176679,-527.515954926115,"ISM1__seq.8355.80__ANML",NA,0.999033312328986,"B1AKI9",NA,"ISM1","ISM1__seq.8355.80","ISM1"
"seq.8356.88",-0.0154592077751634,-0.0199051107241285,0.0472542524422792,-0.327149557472034,0.743856249516458,0.166499428006714,0.151812193257933,227,-0.108572271555811,0.0776538560054842,28.5568067577169,"OXT__seq.8356.88__ANML",NA,0.999033312328986,"P01178","OXT","OXT","OXT__seq.8356.88","OXT_2"
"seq.8357.43",0.0105536112312986,0.0383548408341597,0.0138378627645366,0.762661937820717,0.446474632850082,0.44167335396747,0.431613414399316,222,-0.0167167672542023,0.0378239897167996,-535.363658009379,"SULT4A1__seq.8357.43__ANML",NA,0.999033312328986,"Q9BR01","SULT4A1","SULT4A1","SULT4A1__seq.8357.43","SULT4A1"
"seq.8358.30",-0.0422726564747668,-0.0522943400485137,0.0348546722309901,-1.2128261082077,0.226456944936253,0.581416910041785,0.574040996562345,227,-0.110952725479393,0.0264074125298593,-112.664123694938,"PRDX3__seq.8358.30__ANML",NA,0.999033312328986,"P30048","PRDX3","PRDX3","PRDX3__seq.8358.30","PRDX3"
"seq.8359.149",-0.0163058905351058,-0.128660882587263,0.00835170303109896,-1.95240305772225,0.0521362492994962,0.0349696786620107,0.0177369943524038,224,-0.0327638480720612,0.000152067001849662,-765.938193682245,"STK17B__seq.8359.149__ANML",NA,0.999033312328986,"O94768","STK17B","STK17B","STK17B__seq.8359.149","STK17B_2"
"seq.8360.169",0.00541186771838276,0.0106543953362026,0.0289697176812559,0.186811199816572,0.851984008838949,0.303732228122628,0.290838380495269,216,-0.0516876622932326,0.0625113977299981,-196.243055466036,"NCR1__seq.8360.169__ANML",NA,0.999033312328986,"O76036","NCR1","NCR1","NCR1__seq.8360.169","NCR1_2"
"seq.8363.18",-0.0109211675017273,-0.0879858461491899,0.00816323891421436,-1.33784734423375,0.182296812054315,0.0350859388730039,0.0179319111196351,225,-0.0270073472522908,0.00516501224883627,-779.767817634557,"ELAPOR2__seq.8363.18__ANML",NA,0.999033312328986,"A8MWY0","ELAPOR2","ELAPOR2","ELAPOR2__seq.8363.18","ELAPOR2"
"seq.8364.74",-0.11224887433495,-0.085669838085608,0.0657905138179616,-1.70615591550988,0.0893467369039326,0.432340590933607,0.422337781963275,227,-0.241887076034919,0.017389327365019,182.109724497139,"UST__seq.8364.74__ANML",NA,0.999033312328986,"Q9Y2C2","UST","UST","UST__seq.8364.74","UST"
"seq.8366.19",-0.0171631084502699,-0.121788019156773,0.00927750387950687,-1.84997049563963,0.0656407983097263,0.0382807336419656,0.0210301638418214,223,-0.0354459046046092,0.0011196877040693,-725.58817353487,"C1orf115__seq.8366.19__ANML",NA,0.999033312328986,"Q9H7X2","C1orf115","C1orf115","C1orf115__seq.8366.19","C1orf115"
"seq.8367.142",-0.0133607313214403,-0.0957647194770925,0.00910944491246124,-1.46668995200394,0.143881934095236,0.0660042316667096,0.0490993308823967,221,-0.0313132270033517,0.00459176436047113,-722.822599106269,"VSIG1__seq.8367.142__ANML",NA,0.999033312328986,"Q86XK7","VSIG1","VSIG1","VSIG1__seq.8367.142","VSIG1"
"seq.8368.102",-0.0173102656263892,-0.0201864328112102,0.0417704523687138,-0.414414128762337,0.678962179807091,0.465780870666445,0.456367317726647,227,-0.0996176685486004,0.0649971372958219,-28.6791895077532,"TNFRSF1B__seq.8368.102__ANML",NA,0.999033312328986,"P20333","TNFRSF1B","TNFRSF1B","TNFRSF1B__seq.8368.102","TNFRSF1B_2"
"seq.8369.102",0.00371066041379965,0.0237869000440001,0.0101134590640185,0.366903192103817,0.714034528836794,0.0577774942968933,0.0411009897711745,226,-0.01621807494156,0.0236393957691593,-683.947146467733,"DAG1__seq.8369.102__ANML",NA,0.999033312328986,"Q14118","DAG1","DAG1","DAG1__seq.8369.102","DAG1_2"
"seq.8372.29",0.00172288543558268,0.0162567135085692,0.00661754179842387,0.26035127363956,0.794830928875894,0.129578562376455,0.11410440348537,225,-0.0113174001661231,0.0147631710372885,-876.166881709213,"CDHR1__seq.8372.29__ANML",NA,0.999033312328986,"Q96JP9","CDHR1","CDHR1","CDHR1__seq.8372.29","CDHR1"
"seq.8376.25",-0.0272522028978026,-0.128598419598376,0.0136004786810953,-2.00376792146906,0.0463103252210646,0.0980878166428975,0.0818371466724992,222,-0.0540547668145344,-0.000449638981070758,-545.061563449686,"LHB__seq.8376.25__ANML",NA,0.999033312328986,"P01229","LHB","LHB","LHB__seq.8376.25","LHB"
"seq.8378.3",-0.00262260325402384,-0.0219046869667028,0.00791195225327878,-0.331473594641197,0.740596689422431,0.0301884588156587,0.0128703955802242,224,-0.0182139830880535,0.0129687765800059,-790.857229620607,"LDOC1__seq.8378.3__ANML",NA,0.999033312328986,"O95751","LDOC1","LDOC1","LDOC1__seq.8378.3","LDOC1"
"seq.8380.244",-0.000398897670198177,-0.00320497817527544,0.00762983815220388,-0.0522812754662371,0.958351586009667,0.171646905968545,0.156721624995006,222,-0.015435076141844,0.0146372808014477,-805.99093707338,"DLK1__seq.8380.244__ANML",NA,0.999033312328986,"P80370","DLK1","DLK1","DLK1__seq.8380.244","DLK1_3"
"seq.8382.47",0.00165431280656716,0.0101050674467458,0.0103891577457733,0.159234544998625,0.873627567602846,0.104381153847469,0.0883879601661735,224,-0.0188186753238753,0.0221273009370096,-665.782717902561,"MAPKAPK5__seq.8382.47__ANML",NA,0.999033312328986,"Q8IW41","MAPKAPK5","MAPKAPK5","MAPKAPK5__seq.8382.47","MAPKAPK5_2"
"seq.8383.20",-0.0094951099726769,-0.0713134900031266,0.00888557895679024,-1.06859778286263,0.2864115163549,0.0163766656778071,-0.00134627728295333,222,-0.0270059861345267,0.00801576618917287,-736.370572067134,"FREY1__seq.8383.20__ANML",NA,0.999033312328986,"C9JXX5",NA,"FREY1","FREY1__seq.8383.20","FREY1"
"seq.8385.248",-0.0571144152954415,-0.0945706009141199,0.0405797510610878,-1.40746095779303,0.160714979571698,0.0270366155483302,0.00918407638407948,218,-0.13709327395215,0.0228644433612675,-53.6615029354527,"HGFAC__seq.8385.248__ANML",NA,0.999033312328986,"Q04756","HGFAC","HGFAC","HGFAC__seq.8385.248","HGFAC_2"
"seq.8386.11",-0.00441181705535636,-0.0165974084170883,0.0133689636929898,-0.330004415949589,0.74170096451673,0.430478085175336,0.420442456720276,227,-0.0307549524281372,0.0219313183174245,-557.292734722874,"PATE1__seq.8386.11__ANML",NA,0.999033312328986,"Q8WXA2","PATE1","PATE1","PATE1__seq.8386.11","PATE1"
"seq.8388.24",0.0104213954016571,0.0870346924708025,0.00778560870192929,1.33854600207107,0.182075494486165,0.0595706718481355,0.0427772909882808,224,-0.00492101044521865,0.0257638012485329,-803.527444506702,"SPAST__seq.8388.24__ANML",NA,0.999033312328986,"Q9UBP0","SPAST","SPAST","SPAST__seq.8388.24","SPAST_2"
"seq.8389.8",-0.00266838552496503,-0.020468629420634,0.00885240031185411,-0.301430734146967,0.763376050329342,0.00721647594559627,-0.0111684041294853,216,-0.0201165326848042,0.0147797616348741,-724.603543647421,"LRRC74A__seq.8389.8__ANML",NA,0.999033312328986,"Q0VAA2","LRRC74A","LRRC74A","LRRC74A__seq.8389.8","LRRC74A"
"seq.8390.25",-0.00174592216106127,-0.0156682598098488,0.00729727043997391,-0.239256880421649,0.811124196861166,0.0429560743351789,0.0259419601011377,225,-0.0161256561391389,0.0126338118170164,-831.276738529253,"COX7A1__seq.8390.25__ANML",NA,0.999033312328986,"P24310","COX7A1","COX7A1","COX7A1__seq.8390.25","COX7A1"
"seq.8391.12",-0.00662841495063249,-0.0562862769710894,0.007241367164112,-0.915354076158811,0.360985736381114,0.156261012270549,0.141261208044248,225,-0.0208979879798992,0.00764115807863426,-834.83436965271,"DEFB115__seq.8391.12__ANML",NA,0.999033312328986,"Q30KQ5","DEFB115","DEFB115","DEFB115__seq.8391.12","DEFB115"
"seq.8393.121",-0.00757639349561881,-0.0653430672667031,0.0072006498669019,-1.05218190519776,0.293849814414734,0.143129187947902,0.127827923446971,224,-0.021766073050396,0.00661328605915835,-833.903805676243,"CTSF__seq.8393.121__ANML",NA,0.999033312328986,"Q9UBX1","CTSF","CTSF","CTSF__seq.8393.121","CTSF_1"
"seq.8394.56",-0.00127049120564198,-0.00393816408047609,0.0174556368052097,-0.0727840078147595,0.942042945395218,0.349196392492184,0.337574899500973,224,-0.03566876042701,0.033127778015726,-428.224173841878,"RNASE2__seq.8394.56__ANML",NA,0.999033312328986,"P10153","RNASE2","RNASE2","RNASE2__seq.8394.56","RNASE2"
"seq.8396.42",-0.00961132645293978,-0.0428223354650495,0.0128102709273743,-0.750282840029658,0.45387881448004,0.280835029075281,0.267877101671232,222,-0.0348566221055742,0.0156339691996946,-570.381419292681,"FAAH2__seq.8396.42__ANML",NA,0.999033312328986,"Q6GMR7","FAAH2","FAAH2","FAAH2__seq.8396.42","FAAH2"
"seq.8397.147",-0.0494238788838786,-0.0380707359084836,0.0603447573651391,-0.819025231716823,0.413654335789126,0.52572984150803,0.517145766241207,221,-0.168348687852392,0.0695009300846352,126.446068846778,"QSOX2__seq.8397.147__ANML",NA,0.999033312328986,"Q6ZRP7","QSOX2","QSOX2","QSOX2__seq.8397.147","QSOX2"
"seq.8398.277",0.0510408001439975,0.0456572070726047,0.0746108756502171,0.684093300060994,0.494636204530335,0.0283266132035372,0.0106598243526925,220,-0.0960027308401848,0.19808433112818,232.163028902379,"RARRES1__seq.8398.277__ANML",NA,0.999033312328986,"P49788","RARRES1","RARRES1","RARRES1__seq.8398.277","RARRES1"
