"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.5357.60",-0.00673636457228329,-0.0160064904293633,0.0124942448670086,-0.539157399585697,0.589884553668697,0.0276989551369772,0.0199481053550754,1129,-0.0312509153035948,0.0177781861590282,-363.501039967716,"NLGNX__seq.5357.60__ANML",0.877690938377434,"Q8N0W4","NLGN4X","NLGN4X","NLGN4X__seq.5357.60","NLGN4X"
"seq.5358.3",0.024467733631452,0.0236944204844985,0.0293242338711523,0.834386116921612,0.404238860215382,0.104547900307434,0.0974536495176163,1136,-0.0330680096454502,0.0820034769083542,1595.67209800771,"OMD__seq.5358.3__ANML",0.786143382606634,"Q99983","OMD","OMD","OMD__seq.5358.3","OMD_1"
"seq.5359.65",-0.0184565715109579,-0.0502375361484334,0.0105482822800842,-1.7497229426449,0.0804380492632708,0.0905045461075729,0.0832479334435374,1128,-0.0391530321498314,0.0022398891279156,-751.024569992852,"PIM1__seq.5359.65__ANML",0.469622040323155,"P11309","PIM1","PIM1","PIM1__seq.5359.65","PIM1"
"seq.5360.9",0.000273166650445504,0.000148736478209557,0.0199564294641001,0.0136881525293343,0.989081178949345,0.868891867439859,0.867853158643168,1136,-0.038882434393223,0.039428767694114,713.566334806337,"PKB_beta__seq.5360.9__ANML",0.9967141599137,"P31751","AKT2","AKT2","AKT2__seq.5360.9","AKT2_2"
"seq.5363.51",0.0679327230766552,0.0824070044166737,0.0233886056569528,2.90452214522932,0.00374935892457733,0.106153001686386,0.0990714673687606,1136,0.0220430054937194,0.113822440659591,1077.30122418849,"Semaphorin_3E__seq.5363.51__ANML",0.114765041031705,"O15041","SEMA3E","SEMA3E","SEMA3E__seq.5363.51","SEMA3E_2"
"seq.5364.7",0.0198991710173231,0.0563029329343879,0.00951136630748972,2.09214642502555,0.036647150117481,0.196321529340529,0.189948748515917,1135,0.00123733498335452,0.0385610070512917,-985.24561344045,"SET__seq.5364.7__ANML",0.367733455379957,"Q01105","SET","SET","SET__seq.5364.7","SET"
"seq.5383.14",0.0969291364766085,0.071314620233805,0.0212984928447033,4.55098570510888,5.91481349363447e-06,0.727764804310988,0.725604207519805,1134,0.0551402554105626,0.138718017542654,859.335051461559,"BAFF_Receptor__seq.5383.14__ANML",0.000559602809105547,"Q96RJ3","TNFRSF13C","TNFRSF13C","TNFRSF13C__seq.5383.14","TNFRSF13C"
"seq.5384.67",-0.0168827872398146,-0.0495568501792641,0.010176925451842,-1.65892806424742,0.0974073013026648,0.0132476771190948,0.00540247313859288,1132,-0.0368505442654225,0.0030849697857934,-831.294057095628,"BRF.1__seq.5384.67__ANML",0.502571868479529,"Q92994","BRF1","BRF1","BRF1__seq.5384.67","BRF1_2"
"seq.5392.73",-0.00201775399958602,-0.00302120643520327,0.0160988587050929,-0.125335220126362,0.900280424809829,0.357576971817729,0.352469368236774,1132,-0.0336047102501799,0.0295692022510079,216.80327700686,"Fas._soluble__seq.5392.73__ANML",0.975103017356468,"P25445","FAS","FAS","FAS__seq.5392.73","FAS_1"
"seq.5400.52",0.00551724931559788,0.00381647711771547,0.0430260437286997,0.12823045851919,0.897989293027624,0.0163802263407735,0.00858746404945931,1136,-0.0789021908332048,0.0899366894644006,2474.40503029297,"sLeptin_R__seq.5400.52__ANML",0.974069684292174,"P48357","LEPR","LEPR","LEPR__seq.5400.52","LEPR"
"seq.5404.53",0.00888352974702439,0.0185276313670177,0.0128619539975192,0.69068274919486,0.489906152352816,0.201445374024796,0.19511322280561,1135,-0.0163523479195881,0.0341194074136369,-293.372994673778,"DR6__seq.5404.53__ANML",0.834260476832694,"O75509","TNFRSF21","TNFRSF21","TNFRSF21__seq.5404.53","TNFRSF21_1"
"seq.5410.53",-0.000297022246210042,-0.000655370730491125,0.0124522391631013,-0.0238529185249015,0.980974136759153,0.165356425552865,0.158714699496256,1131,-0.0247291085886001,0.0241350640961801,-369.9111115945,"CAD15_ECD__seq.5410.53__ANML",0.994614192252149,"P55291","CDH15","CDH15","CDH15__seq.5410.53","CDH15_2"
"seq.5412.53",-0.0376927977160787,-0.0721253099181518,0.0155113654951999,-2.43001157620475,0.0152534006151921,0.0280087096048433,0.0202603290791069,1129,-0.0681271425197463,-0.00725845291241114,129.409390400854,"CD27__seq.5412.53__ANML",0.242767735903764,"P26842","CD27","CD27","CD27__seq.5412.53","CD27"
"seq.5424.55",-0.0117584777501133,-0.0231673446381446,0.0151846753436095,-0.774364777911555,0.438877237032161,0.0123559706902425,0.00448281190920807,1129,-0.0415518344524727,0.0180348789522462,78.0669198562206,"RANK__seq.5424.55__ANML",0.803060069618868,"Q9Y6Q6","TNFRSF11A","TNFRSF11A","TNFRSF11A__seq.5424.55","TNFRSF11A"
"seq.5430.66",0.0715424954933544,0.027011074004733,0.0787437822565664,0.90854786807486,0.363781537446476,0.0185404759256121,0.010764828287699,1136,-0.0829570921334871,0.226042083120196,3859.6754334536,"SHPS1__seq.5430.66__ANML",0.76450699461411,"P78324","SIRPA","SIRPA","SIRPA__seq.5430.66","SIRPA_1"
"seq.5437.63",-0.0277532037032851,-0.0245800620531622,0.0291484159018911,-0.952134201621726,0.341231460964926,0.259962148065247,0.254099172125623,1136,-0.0849439825529041,0.0294375751463339,1581.88869665471,"FABP__seq.5437.63__ANML",0.74740565036966,"P05413","FABP3","FABP3","FABP3__seq.5437.63","FABP3_2"
"seq.5440.26",-0.00881839205634679,-0.00717342175995424,0.0339100449451642,-0.26005250274976,0.794870441043995,0.155789630474897,0.149095451333288,1135,-0.0753518088350533,0.0577150247223597,1926.37020964617,"Troponin_I._skeletal._fast_twitch__seq.5440.26__ANML",0.947344530491274,"P48788","TNNI2","TNNI2","TNNI2__seq.5440.26","TNNI2"
"seq.5441.67",0.0107157432870948,0.0175175761770904,0.0176295077919283,0.607829975378042,0.543422814909142,0.0865946566583787,0.0792939034700354,1126,-0.0238746384009374,0.045306124975127,414.19970252199,"Troponin_I__seq.5441.67__ANML",0.857076251702337,"P19429","TNNI3","TNNI3","TNNI3__seq.5441.67","TNNI3_1"
"seq.5443.62",-0.0103918478393827,-0.0211804264712642,0.0137792820192938,-0.754164681790533,0.450907188602701,0.126438828671092,0.119493554340739,1132,-0.0374276512016632,0.0166439555228977,-138.035785224045,"ANP__seq.5443.62__ANML",0.81003125998982,"P01160","NPPA","NPPA","NPPA__seq.5443.62","NPPA"
"seq.5451.1",0.00854311429921329,0.0206403629048477,0.00994551949081297,0.858991258033818,0.390526554820908,0.358876811135953,0.353797490097417,1136,-0.0109705363793733,0.0280567649777998,-882.649444296796,"ALCAM__seq.5451.1__ANML",0.778977899446971,"Q13740","ALCAM","ALCAM","ALCAM__seq.5451.1","ALCAM"
"seq.5452.71",-0.0437244304743112,-0.0726936257789519,0.0163613760512192,-2.67241767058175,0.0076384956763888,0.178385097622038,0.171875824627847,1136,-0.0758263410059234,-0.011622519942699,258.311114731715,"ASGR1__seq.5452.71__ANML",0.175540823351711,"P07306","ASGR1","ASGR1","ASGR1__seq.5452.71","ASGR1"
"seq.5456.59",0.0155958703579494,0.0143517833238001,0.0311784449068378,0.50021322117092,0.617022003988527,0.0876253238638408,0.0803842550056173,1134,-0.0455780509864488,0.0767697917023476,1731.67082378209,"CNDP1__seq.5456.59__ANML",0.890499326602623,"Q96KN2","CNDP1","CNDP1","CNDP1__seq.5456.59","CNDP1_1"
"seq.5457.5",0.027615677579875,0.0350276467227995,0.0204913622352103,1.34767407178148,0.178032172115891,0.250527062890974,0.244584105680418,1135,-0.0125895284634485,0.0678208836231986,772.836425500684,"COLEC12__seq.5457.5__ANML",0.613042229481316,"Q5KU26","COLEC12","COLEC12","COLEC12__seq.5457.5","COLEC12_1"
"seq.5459.33",0.0612398207798247,0.0663073546193201,0.0269284093946189,2.27417148493228,0.0231420360472603,0.0585714023593163,0.0510931522456657,1133,0.00840466634501042,0.114074975214639,1393.79275336634,"CYTN__seq.5459.33__ANML",0.30541618225415,"P01037","CST1","CST1","CST1__seq.5459.33","CST1"
"seq.5460.60",0.0280051093693511,0.0184334087054749,0.0155178464383939,1.80470334466395,0.0713858475703572,0.884153218177066,0.883235417968962,1136,-0.00244175013984642,0.0584519688785485,136.989380923689,"DEAD.box_protein_19B__seq.5460.60__ANML",0.449089723272929,"Q9UMR2","DDX19B","DDX19B","DDX19B__seq.5460.60","DDX19B"
