"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.24271.9",-0.0209709189104394,-0.0320719918225091,0.0196641760613999,-1.06645296731271,0.286472778270829,0.27699205496677,0.273426927032682,1014,-0.0595580544981902,0.0176162166773114,-607.99292185891,"GMPPA__seq.24271.9__ANML",0.661615377709269,"Q96IJ6","GMPPA","GMPPA","GMPPA__seq.24271.9","GMPPA"
"seq.24273.43",-0.0206510655336577,-0.0215372591758291,0.0328087483811293,-0.629437773540172,0.529204842206687,0.06543592967733,0.0608093748737525,1010,-0.0850321822414071,0.0437300511740917,437.752703658844,"TXND3__seq.24273.43__ANML",0.81853710750931,"Q8N427","NME8","NME8","NME8__seq.24273.43","NME8"
"seq.24276.171",0.00486725535608997,0.00851765532443684,0.0196309511335708,0.247937826495146,0.804232760004904,0.05475464958308,0.050089075296718,1013,-0.0336547281922882,0.0433892389044681,-605.001348274871,"TTC25__seq.24276.171__ANML",0.938667670114215,"Q96NG3","TTC25","TTC25","TTC25__seq.24276.171","TTC25"
"seq.24277.22",-0.0232183311404342,-0.0310114065298285,0.0256964136997294,-0.903563096848754,0.366442568684765,0.0617535439502716,0.0571087595143818,1010,-0.0736428029963748,0.0272061407155063,-65.7214322044358,"CPNE7__seq.24277.22__ANML",0.720522027764781,"Q9UBL6","CPNE7","CPNE7","CPNE7__seq.24277.22","CPNE7"
"seq.24278.4",-0.0199771412767385,-0.0113370341650326,0.0612503480875997,-0.326155555037294,0.744374098776535,0.0307781563492706,0.0259895108766879,1012,-0.140169366008341,0.100215083454864,1706.85045372371,"UBP3__seq.24278.4__ANML",0.922530938299272,"Q9Y6I4","USP3","USP3","USP3__seq.24278.4","USP3"
"seq.24279.30",-0.0343814532329952,-0.0477689572198025,0.0242470033746467,-1.41796710718263,0.156508204279382,0.0899092964615135,0.085412800890671,1012,-0.0819616118715299,0.0131987054055395,-182.79797147439,"UTP6__seq.24279.30__ANML",0.533968674681756,"Q9NYH9","UTP6","UTP6","UTP6__seq.24279.30","UTP6"
"seq.24286.48",0.0147492792707842,0.00614448182162052,0.0841247898161118,0.175326194609515,0.860858472052598,0.0208616906518461,0.0160144712986375,1010,-0.150330102857708,0.179828661399276,2343.34079139512,"MEIG1__seq.24286.48__ANML",0.957772727676413,"Q5JSS6","MEIG1","MEIG1","MEIG1__seq.24286.48","MEIG1"
"seq.24289.1",-0.017872684274871,-0.0353797464030653,0.0175996348723279,-1.015514492461,0.310102645658797,0.0285741553172456,0.0237888063286605,1015,-0.0524085171223322,0.0166631485725903,-831.199133658796,"CG053__seq.24289.1__ANML",0.679632302534397,"Q8N8F7","LSMEM1","LSMEM1","LSMEM1__seq.24289.1","LSMEM1"
"seq.2429.27",-0.0461675176677702,-0.0327135469479749,0.0468125640606377,-0.986220656658927,0.324259413044881,0.116212450294339,0.111867378761863,1017,-0.138027780883287,0.045692745547747,1170.74703674548,"C8__seq.2429.27__ANML",0.688295403272715,"P07357","C8A|C8B|C8G","C8A","C8A__seq.2429.27","C8A"
"seq.24290.5",0.00269309636004818,0.00562149744526281,0.0168351227623976,0.15996891724861,0.872937576746445,0.0145830149295763,0.00969987823448004,1009,-0.0303427658908589,0.0357289586109552,-919.142519497744,"CT202__seq.24290.5__ANML",0.959514879947881,"A1L168","C20orf202","C20orf202","C20orf202__seq.24290.5","C20orf202"
